	Ritregla	ex_1_standardized	ex_2_standardized	ex_3_standardized	ex_1_original	ex_2_original	ex_3_original	ex_1_byt5-22-09	ex_2_byt5-22-09	ex_3_byt5-22-09	ex_1_byt5-23-12	ex_2_byt5-23-12	ex_3_byt5-23-12	ex_1_byt5-24-03	ex_2_byt5-24-03	ex_3_byt5-24-03	ex_1_greynir	ex_2_greynir	ex_3_greynir	ex_1_google	ex_2_google	ex_3_google	ex_1_word	ex_2_word	ex_3_word	ex_1_puki	ex_2_puki	ex_3_puki	ex_1_skrambi	ex_2_skrambi	ex_3_skrambi	ex_1_ice-gpt-sw3	ex_2_ice-gpt-sw3	ex_3_ice-gpt-sw3
39	1.3.2 e	Nei, takk, ekki kaffi fyrir mig.	Við kaupum alltaf lýsi og ekki látum við það heldur fara til spillis.	Hvaða vítamín má bjóða þér?	Nei, takk, ekki Kaffi fyrir mig.	Við kaupum alltaf Lýsi og ekki látum við það heldur fara til spillis.	Hvaða Vítamín má bjóða þér?	Nei, takk, ekki kaffi fyrir mig.	Við kaupum alltaf Lýsi og ekki látum við það heldur fara til spillis.	Hvaða vítamín má bjóða þér?	Nei, takk, ekki Kaffi fyrir mig.	Við kaupum alltaf Lýsi og ekki látum við það heldur fara til spillis.	Hvaða vítamín má bjóða þér?	Nei, takk, ekki Kaffi fyrir mig.	Við kaupum alltaf Lýsi og ekki látum við það heldur fara til spillis.	Hvaða Vítamín má bjóða þér?	Nei, takk, ekki Kaffi fyrir mig.	Við kaupum alltaf Lýsi og ekki látum við það heldur fara til spillis.	Hvaða Vítamín má bjóða þér?	Nei, takk, ekki Kaffi fyrir mig.	Við kaupum alltaf Lýsi og ekki látum við það heldur fara til spillis.	Hvaða Vítamín má bjóða þér?	Nei, takk, ekki Kaffi fyrir mig.	Við kaupum alltaf Lýsi og ekki látum við það heldur fara til spillis.	Hvaða Vítamín má bjóða þér?	Nei, takk, ekki Kaffi fyrir mig.	Við kaupum alltaf Lýsi og ekki látum við það heldur fara til spillis.	Hvaða Vítamín má bjóða þér?	Nei, takk, ekki Kaffi fyrir mig.	Við kaupum alltaf Lýsi og ekki látum við það heldur fara til spillis.	Hvaða Vítamín má bjóða þér?	Nei, takk, ekki Kaffi fyrir mig.	Við kaupum alltaf Lýsi og látum það heldur ekki fara til spillis.	Hvaða vítamín má bjóða þér?
40	1.3.2 f	Ég held að bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í evrum.	Gjaldmiðillinn þar er svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í Evrum.	Gjaldmiðillinn þar er Svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í Evrum.	Gjaldmiðillinn þar er svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í Evrum.	Gjaldmiðillinn þar er svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í evrum.	Gjaldmiðillinn þar er svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í Evrum.	Gjaldmiðillinn þar er svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í Evrum.	Gjaldmiðillinn þar er Svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í Evrum.	Gjaldmiðillinn þar er Svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í Evrum.	Gjaldmiðillinn þar er Svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í Evrum.	Gjaldmiðillinn þar er Svissneskur franki.	Ég held að Bandaríkjadalur sé miklu skárri gjaldmiðill.	Ýmis íslensk fyrirtæki gera víst upp í Evrum.	Gjaldmiðillinn þar er svissneskur franki.
41	1.3.3.2 a	Þetta er ekki stóll, þetta er bengalköttur.	Verpir óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti rottweiler-hundur.	Þetta er ekki stóll, þetta er Bengalköttur.	Verpir Óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti Rottweiler-hundur.	Þetta er ekki stóll, þetta er bengalköttur.	Verpir Óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti Rottweiler-hundur.	Þetta er ekki stóll, þetta er Bengalköttur.	Verpir Óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti Rottweiler-hundur.	Þetta er ekki stóll, þetta er Bengalköttur.	Verpir Óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti Rottweiler-hundur.	Þetta er ekki stóll, þetta er bengalköttur.	Verpir óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti Rottweiler-hundur.	Þetta er ekki stóll, þetta er Bengalkettir.	Verpir Óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti Rottweiler-hundur.	Þetta er ekki stóll, þetta er Bengalköttur.	Verpir Óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweiler er eflaust hinn víðþekkti Rottweiler-hundur.	Þetta er ekki stóll, þetta er Belgalköttur.	Verpir Óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti Rottweiler-hundur.	Þetta er ekki stóll, þetta er Bengalköttur.	Verpir Óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti Rottweiler-hundur.	Þetta er ekki stóll, þetta er Bengalköttur.	Verpir Óðinshani á Íslandi?	Frægasta afsprengi bæjarins Rottweil er eflaust hinn víðþekkti Rottweiler-hundur.
42	1.3.3.2 b	Uppáhaldsplantan hennar er maríustakkur.	Úti um allt er alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars mývatnsgrös.	Uppáhaldsplantan hennar er Maríustakkur.	Úti um allt er Alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars Mývatnsgrös.	Uppáhaldsplantan hennar er Maríustakkur.	Úti um allt er Alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars Mývatnsgrös.	Uppáhaldsplantan hennar er Maríustakkur.	Úti um allt er Alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars Mývatnsgrös.	Uppáhaldsplantan hennar er Maríustakkur.	Úti um allt er Alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars Mývatnsgrös.	Uppáhaldsplatan hennar er maríustakkur.	Úti um allt er alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars mývatnsgrös.	Uppáhalds Platan hennar er Maríustakkur.	Úti um allt er Alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars Mývatnsgrös.	Uppáhaldsplantan hennar er Maríustakkur.	Úti um allt er Alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars Mývatnsgrös.	Uppáhaldsplantan hennar er Maríustakkur.	Úti um allt er Alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars Mývatnsgrös.	Uppáhaldsplantan hennar er Maríustakkur.	Úti um allt er Alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars Mývatnsgrös.	Uppáhaldsplantan hennar er maríustakkur.	Úti um allt er Alaskaösp, enda er hún ein algengasta trjátegund landsins, a.m.k. í þéttbýli.	Þar vaxa meðal annars Mývatnsgrös.
43	1.3.3.2 c	Viltu venjulegt sinnep eða dijon-sinnep?	Í boði verður, brauð, sósa og parmaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er pekingönd.	Viltu venjulegt sinnep eða Dijon-sinnep?	Í boði verður, brauð, sósa og Parmaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er Pekingönd.	Viltu venjulegt sinnep eða Dijon-sinnep?	Í boði verður brauð, sósa og parmaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er Pekingönd.	Viltu venjulegt sinnep eða Dijon-sinnep?	Í boði verður, brauð, sósa og parmaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er Pekingönd.	Viltu venjulegt sinnep eða Dijon-sinnep?	Í boði verður, brauð, sósa og Parmaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er Pekingönd.	Viltu venjulegt sinnep eða Dijon-sinnep?	Í boði verður, brauð, sósa og parmaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er pekingönd.	Viltu venjulegt sinnep eða Dijon-sinnep?	Í boði verður, brauð, sósa og Parmaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er Pekingönd.	Viltu venjulegt sinnep eða Dijon-sinnep?	Í boði verður, brauð, sósa og Parma skinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er Pekingönd.	Viltu venjulegt sinnep eða Dijon-sinnep?	Í boði verður, brauð, sósa og Armaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er Pekingönd.	Viltu venjulegt sinnep eða Dijon-sinnep?	Í boði verður, brauð, sósa og Parmaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er Pekingönd.	Viltu venjulegt sinnep eða dijon-sinnep?	Í boði verður brauð, sósa og Parmaskinka og það ætti alveg að duga.	Uppáhaldið mitt á kínverskum veitingastöðum er Pekingönd.
44	1.3.3.2 d	Ekkert er verra en alzheimers-sjúkdómur.	Sífellt færri börn fæðast með downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin fuglaflensa.	Ekkert er verra en Alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin Fuglaflensa.	Ekkert er verra en Alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin fuglaflensa.	Ekkert er verra en Alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin fuglaflensa.	Ekkert er verra en Alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin fuglaflensa.	Ekkert er verra en alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin fuglaflensa.	Ekkert er verra en Alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin Fuglaflensa.	Ekkert er verra en Alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin Fuglaflensa.	Ekkert er verra en Alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin Fuglaflensa.	Ekkert er verra en Alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin Fuglaflensa.	Ekkert er verra en Alzheimers-sjúkdómur.	Sífellt færri börn fæðast með Downs-heilkenni á Norðurlöndum.	Þetta er slæm pest en þetta er engin fuglaflensa.
45	1.3.3.2 e	Ég held að búddismi sé mikið eldri en það.	Hún vildi fá meiri rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft frjálshyggja.	Ég held að Búddismi sé mikið eldri en það.	Hún vildi fá meiri Rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft Frjálshyggja.	Ég held að búddismi sé mikið eldri en það.	Hún vildi fá meiri rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft frjálshyggja.	Ég held að búddismi sé mikið eldri en það.	Hún vildi fá meiri rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft frjálshyggja.	Ég held að búddismi sé mikið eldri en það.	Hún vildi fá meiri rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft frjálshyggja.	Ég held að búddismi sé mikið eldri en það.	Hún vildi fá meiri rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft frjálshyggja.	Ég held að Búddismi sé mikið eldri en það.	Hún vildi fá meiri Rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft Frjálshyggja.	Ég held að Búddismi sé mikið eldri en það.	Hún vildi fá meiri Rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft Frjálshyggja.	Ég held að Búddismi sé mikið eldri en það.	Hún vildi fá meiri Rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft Frjálshyggja.	Ég held að Búddismi sé mikið eldri en það.	Hún vildi fá meiri Rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft Frjálshyggja.	Ég held að búddismi sé mikið eldri en það.	Hún vildi fá meiri rómantík í lífið en svo fór sem fór.	Fátt er hættulegra fyrir samfélagið en óheft frjálshyggja.
46	1.3.3.2 f	Þetta er ekkert nema fasismi.	Getur þú frætt mig um hvað stalínismi er?	Við Valtý Guðmundsson er svokölluð valtýska kennd.	Þetta er ekkert nema Fasismi.	Getur þú frætt mig um hvað Stalínismi er?	Við Valtý Guðmundsson er svokölluð Valtýska kennd.	Þetta er ekkert nema fasismi.	Getur þú frætt mig um hvað stalínismi er?	Við Valtý Guðmundsson er svokölluð valtýska kennd.	Þetta er ekkert nema fasismi.	Getur þú frætt mig um hvað stalínismi er?	Við Valtý Guðmundsson er svokölluð Valtýska kennd.	Þetta er ekkert nema fasismi.	Getur þú frætt mig um hvað stalínismi er?	Við Valtý Guðmundsson er svokölluð Valtýska kennd.	Þetta er ekkert nema fasismi.	Getur þú frætt mig um hvað stalínismi er?	Við Valtý Guðmundsson er svokölluð valtýska kennd.	Þetta er ekkert nema Fasismi.	Getur þú frætt mig um hvað Stalínismi er?	Við Valtý Guðmundsson er svokölluð Valtýska kennd.	Þetta er ekkert nema Fasismi.	Getur þú frætt mig um hvað Stalínismi er?	Við Valtý Guðmundsson er svokölluð Valtý ská kennd.	Þetta er ekkert nema Fasismi.	Getur þú frætt mig um hvað Stalínismi er?	Við Valtý Guðmundsson er svokölluð Valtíska kennd.	Þetta er ekkert nema Fasismi.	Getur þú frætt mig um hvað Stalínismi er?	Við Valtý Guðmundsson er svokölluð Valtýska kennd.	Þetta er ekkert nema fasismi.	Getur þú frætt mig um hvað Stalínismi er?	Við Valtý Guðmundsson er svokölluð valtýska kennd.
47	1.3.3.2 g	Hann var með stórt adamsepli.	Hann var alger ökuþór og frekar glannalegur.	Að lokum var kveðinn upp salómonsdómur í málinu.	Hann var með stórt Adamsepli.	Hann var alger Ökuþór og frekar glannalegur.	Að lokum var kveðinn upp Salómonsdómur í málinu.	Hann var með stórt Adamsepli.	Hann var alger ökuþór og frekar glannalegur.	Að lokum var kveðinn upp Salómonsdómur í málinu.	Hann var með stórt Adamsepli.	Hann var alger ökuþór og frekar glannalegur.	Að lokum var kveðinn upp Salómonsdómur í málinu.	Hann var með stórt Adamsepil.	Hann var alger ökuþór og frekar glannalegur.	Að lokum var kveðinn upp Salómonsdómur í málinu.	Hann var með stórt Adamsepli.	Hann var alger ökuþór og frekar glannalegur.	Að lokum var kveðinn upp salómonsdómur í málinu.	Hann var með stórt Adamsepli.	Hann var alger Ökuþór og frekar glannalegur.	Að lokum var kveðinn upp Salómonsdómur í málinu.	Hann var með stórt Adamsepli.	Hann var alger Orkuþörf og frekar glannalegur.	Að lokum var kveðinn upp Salómonsdómur í málinu.	Hann var með stórt Adamsepli.	Hann var alger Ökuþór og frekar glannalegur.	Að lokum var kveðinn upp Salómonsdómur í málinu.	Hann var með stórt Adamsepli.	Hann var alger Ökuþór og frekar glannalegur.	Að lokum var kveðinn upp Salómonsdómur í málinu.	Hann var með stórt Adamsepli.	Hann var alger ökuþór og frekar glannalegur.	Að lokum var kveðinn upp Salómonsdómur í málinu.
48	1.3.3.3	Við ætlum ekkert að gera á aðventunni.	Hvenær er aftur dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu febrúar!	Við ætlum ekkert að gera á Aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu Febrúar!	Við ætlum ekkert að gera á aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu febrúar!	Við ætlum ekkert að gera á aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu febrúar!	Við ætlum ekkert að gera á aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu febrúar!	Við ætlum ekkert að gera á Aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu febrúar!	Við ætlum ekkert að gera á Aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhalds Mánuðurinn minn er að sjálfsögðu Febrúar!	Við ætlum ekkert að gera á Aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu Febrúar!	Við ætlum ekkert að gera á Aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu Febrúar!	Við ætlum ekkert að gera á Aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu Febrúar!	Við ætlum ekkert að gera á Aðventunni.	Hvenær er aftur Dagur íslenskrar tungu?	Uppáhaldsmánuðurinn minn er að sjálfsögðu febrúar!
49	1.3.4	Er þetta finnlandssænska sem hann er að tala?	Þar var töluð vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka kákasusmál.	Er þetta Finnlandssænska sem hann er að tala?	Þar var töluð Vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.	Er þetta finnlandssænska sem hann er að tala?	Þar var töluð vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.	Er þetta Finnlandssænska sem hann er að tala?	Þar var töluð vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.	Er þetta Finnlandssænska sem hann er að tala?	Þar var töluð Vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.	Er þetta Finnlandssænska sem hann er að tala?	Þar var töluð Vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.	Er þetta Finnlandssænska sem hann er að tala?	Þar var töluð Vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.	Er þetta Finnlandssænska sem hann er að tala?	Þar var töluð Vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.	Er þetta Finnlandssænska sem hann er að tala?	Þar var töluð Vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.	Er þetta Finnlandssænska sem hann er að tala?	Þar var töluð Vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.	Er þetta finnlandssænska sem hann er að tala?	Þar var töluð Vesturíslenska alveg fram á miðja 20. öld.	Þeir töluðu aðeins georgísku eða annað álíka Kákasusmál.
